CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;7.01;Receitas;5466660.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;7.01;Receitas;4672150.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;7.01.01;Vendas de Mercadorias, Produtos e Serviços;5282731.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;7.01.01;Vendas de Mercadorias, Produtos e Serviços;5092202.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;7.01.02;Outras Receitas;729671.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;7.01.02;Outras Receitas;14920.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;7.01.03;Receitas refs. à Construção de Ativos Próprios;0.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;7.01.03;Receitas refs. à Construção de Ativos Próprios;0.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-545742.0000000000;S
02.800.026/0001-40;2022-12-31;2;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-434972.0000000000;S
