year,category,value
2020,CAPEX_FIXED,1767685000.0
2020,CAPEX_INTANGIBLE,0.0
2020,CASH,2067337000.0
2020,COGS,-1135988000.0
2020,DEBT_LONG,4214361000.0
2020,DEBT_LONG_FIN,1208301000.0
2020,DEBT_SHORT,321371000.0
2020,DEBT_SHORT_FIN,94628000.0
2020,DEPRECIATION,19791000.0
2020,EBIT,4427242000.0
2020,EBT,4218067000.0
2020,EQUITY,14125442000.0
2020,FIN_CF,286571000.0
2020,FIN_EXPENSE,-580524000.0
2020,FIN_INCOME,371349000.0
2020,FIN_INVESTMENTS,453557000.0
2020,FIN_INVESTMENTS_LT,16109008000.0
2020,GA_EXPENSES,-253516000.0
2020,GROSS_PROFIT,2560440000.0
2020,INVEST_CF,-191642000.0
2020,LEASE_LONG,2961318000.0
2020,LEASE_SHORT,217948000.0
2020,NET_INCOME,3382650000.0
2020,NET_INCOME_CONT,3382650000.0
2020,OPER_CF,1376437000.0
2020,REVENUE,3696428000.0
2020,SELLING_EXPENSES,1477622000.0
2020,TAXES,-835417000.0
2020,TOTAL_ASSETS,24592358000.0
2020,TOTAL_LIABILITIES,24592358000.0
