year,category,value
2019,CAPEX_FIXED,0.0
2019,CAPEX_INTANGIBLE,0.0
2019,CASH,91599000.0
2019,COGS,-422652000.0
2019,DEBT_LONG,258411000.0
2019,DEBT_LONG_FIN,167513000.0
2019,DEBT_SHORT,89260000.0
2019,DEBT_SHORT_FIN,60889000.0
2019,DEPRECIATION,40426000.0
2019,EBIT,24434000.0
2019,EBT,-12578000.0
2019,EQUITY,86344000.0
2019,FIN_CF,82810000.0
2019,FIN_EXPENSE,-40090000.0
2019,FIN_INCOME,3078000.0
2019,FIN_INVESTMENTS,0.0
2019,FIN_INVESTMENTS_LT,51850000.0
2019,GA_EXPENSES,-83202000.0
2019,GROSS_PROFIT,104611000.0
2019,INVEST_CF,-71650000.0
2019,LEASE_LONG,90898000.0
2019,LEASE_SHORT,0.0
2019,NET_INCOME,-7146000.0
2019,NET_INCOME_CONT,-7146000.0
2019,OPER_CF,29929000.0
2019,REVENUE,527263000.0
2019,SELLING_EXPENSES,0.0
2019,TAXES,5432000.0
2019,TOTAL_ASSETS,612994000.0
2019,TOTAL_LIABILITIES,612994000.0
