year,category,value
2024,CAPEX_FIXED,-1808125000.0
2024,CAPEX_INTANGIBLE,-809809000.0
2024,CASH,2018567000.0
2024,COGS,-4800325000.0
2024,DEBT_LONG,13158623000.0
2024,DEBT_LONG_FIN,2295562000.0
2024,DEBT_SHORT,1325030000.0
2024,DEBT_SHORT_FIN,434906000.0
2024,DEPRECIATION,1410364000.0
2024,EBIT,797857000.0
2024,EBT,-479000000.0
2024,EQUITY,3560342000.0
2024,FIN_CF,1689963000.0
2024,FIN_EXPENSE,-1530518000.0
2024,FIN_INCOME,253661000.0
2024,FIN_INVESTMENTS,343089000.0
2024,FIN_INVESTMENTS_LT,2570758000.0
2024,GA_EXPENSES,-255196000.0
2024,GROSS_PROFIT,1826978000.0
2024,INVEST_CF,-2068501000.0
2024,LEASE_LONG,10863061000.0
2024,LEASE_SHORT,890124000.0
2024,NET_INCOME,-841393000.0
2024,NET_INCOME_CONT,-841393000.0
2024,OPER_CF,1150755000.0
2024,REVENUE,6627303000.0
2024,SELLING_EXPENSES,0.0
2024,TAXES,-362393000.0
2024,TOTAL_ASSETS,20909099000.0
2024,TOTAL_LIABILITIES,20909099000.0
