year,category,value
2021,CAPEX_FIXED,-27500000.0
2021,CAPEX_INTANGIBLE,-120867000.0
2021,CASH,645818000.0
2021,COGS,-3664473000.0
2021,DEBT_LONG,1326669000.0
2021,DEBT_LONG_FIN,1299355000.0
2021,DEBT_SHORT,572632000.0
2021,DEBT_SHORT_FIN,0.0
2021,DEPRECIATION,0.0
2021,EBIT,887944000.0
2021,EBT,763043000.0
2021,EQUITY,1662597000.0
2021,FIN_CF,581144000.0
2021,FIN_EXPENSE,-679750000.0
2021,FIN_INCOME,554849000.0
2021,FIN_INVESTMENTS,0.0
2021,FIN_INVESTMENTS_LT,564846000.0
2021,GA_EXPENSES,-542819000.0
2021,GROSS_PROFIT,1989215000.0
2021,INVEST_CF,-591400000.0
2021,LEASE_LONG,0.0
2021,LEASE_SHORT,0.0
2021,NET_INCOME,569233000.0
2021,NET_INCOME_CONT,569233000.0
2021,OPER_CF,261348000.0
2021,REVENUE,5653688000.0
2021,SELLING_EXPENSES,-786515000.0
2021,TAXES,-193810000.0
2021,TOTAL_ASSETS,5406969000.0
2021,TOTAL_LIABILITIES,5406969000.0
