year,category,value
2020,CAPEX_FIXED,-204329000.0
2020,CAPEX_INTANGIBLE,7865000.0
2020,CASH,632438000.0
2020,COGS,-4831133000.0
2020,DEBT_LONG,2889776000.0
2020,DEBT_LONG_FIN,2882666000.0
2020,DEBT_SHORT,72644000.0
2020,DEBT_SHORT_FIN,63839000.0
2020,DEPRECIATION,431909000.0
2020,EBIT,430942000.0
2020,EBT,-61532000.0
2020,EQUITY,3740133000.0
2020,FIN_CF,170747000.0
2020,FIN_EXPENSE,-629088000.0
2020,FIN_INCOME,136614000.0
2020,FIN_INVESTMENTS,732189000.0
2020,FIN_INVESTMENTS_LT,1954025000.0
2020,GA_EXPENSES,-283902000.0
2020,GROSS_PROFIT,580249000.0
2020,INVEST_CF,-547471000.0
2020,LEASE_LONG,0.0
2020,LEASE_SHORT,0.0
2020,NET_INCOME,-879860000.0
2020,NET_INCOME_CONT,-879860000.0
2020,OPER_CF,812004000.0
2020,REVENUE,5411382000.0
2020,SELLING_EXPENSES,-37120000.0
2020,TAXES,-818328000.0
2020,TOTAL_ASSETS,11210945000.0
2020,TOTAL_LIABILITIES,11210945000.0
