year,category,value
2020,CAPEX_FIXED,-5312000000.0
2020,CAPEX_INTANGIBLE,10212000000.0
2020,CASH,60856000000.0
2020,COGS,-148107000000.0
2020,DEBT_LONG,341184000000.0
2020,DEBT_LONG_FIN,258287000000.0
2020,DEBT_SHORT,51364000000.0
2020,DEBT_SHORT_FIN,21751000000.0
2020,DEPRECIATION,-5010000000.0
2020,EBIT,49621000000.0
2020,EBT,37000000.0
2020,EQUITY,311150000000.0
2020,FIN_CF,-101773000000.0
2020,FIN_EXPENSE,-52405000000.0
2020,FIN_INCOME,2821000000.0
2020,FIN_INVESTMENTS,3424000000.0
2020,FIN_INVESTMENTS_LT,104974000000.0
2020,GA_EXPENSES,-5525000000.0
2020,GROSS_PROFIT,123962000000.0
2020,INVEST_CF,-23455000000.0
2020,LEASE_LONG,0.0
2020,LEASE_SHORT,0.0
2020,NET_INCOME,6246000000.0
2020,NET_INCOME_CONT,6246000000.0
2020,OPER_CF,148106000000.0
2020,REVENUE,272069000000.0
2020,SELLING_EXPENSES,-25020000000.0
2020,TAXES,6209000000.0
2020,TOTAL_ASSETS,987419000000.0
2020,TOTAL_LIABILITIES,987419000000.0
