,Empresa,Ticker,Setor,Preço Atual,Preço Justo,Upside %,Recomendação,EV (R$ bi),Market Cap (bi),Net Debt (bi),WACC %,Beta,ROIC %,ROE %,Mg EBIT %,Mg Líquida %,CAGR Receita %,EV/EBITDA,EV/EBIT,P/L,EV/Receita,Score
4,PETROBRAS,PETR4,Petróleo e Gás,45.22999954223633,74.65230929177328,65.05043123438911,COMPRA FORTE,931.3226644531829,582.957400064,-30.851,14.130337555924221,1.0,17.72275805378322,20.14018513580435,27.952912317731837,15.080201047615361,10.182904851411179,6.087513902654328,6.788016592103432,7.875886947283093,1.8974483261037611,54.8
5,AMBEV SA,ENEV3,Bebidas e Fumo,20.459999084472656,78.39795326075252,283.176719300294,COMPRA FORTE,102.80006429920951,39.197356032,-47.395077,18.905687724446572,1.1024774715062124,13.98115133376367,29.818990490448765,24.376663372671416,33.19510119927221,11.204405405520234,3.5531588979687387,4.714393433092963,1.3200472404032828,1.1492118172483987,50.1
