year,category,value
2021,CAPEX_FIXED,-16484000.0
2021,CAPEX_INTANGIBLE,-652000.0
2021,CASH,124013000.0
2021,COGS,-412100000.0
2021,DEBT_LONG,151696000.0
2021,DEBT_LONG_FIN,0.0
2021,DEBT_SHORT,1253000.0
2021,DEBT_SHORT_FIN,408000.0
2021,DEPRECIATION,6841000.0
2021,EBIT,32682000.0
2021,EBT,31436000.0
2021,EQUITY,443205000.0
2021,FIN_CF,145433000.0
2021,FIN_EXPENSE,-5620000.0
2021,FIN_INCOME,4374000.0
2021,FIN_INVESTMENTS,0.0
2021,FIN_INVESTMENTS_LT,71462000.0
2021,GA_EXPENSES,-72261000.0
2021,GROSS_PROFIT,135377000.0
2021,INVEST_CF,-6312000.0
2021,LEASE_LONG,0.0
2021,LEASE_SHORT,0.0
2021,NET_INCOME,19638000.0
2021,NET_INCOME_CONT,19638000.0
2021,OPER_CF,-158765000.0
2021,REVENUE,547477000.0
2021,SELLING_EXPENSES,-32475000.0
2021,TAXES,-11798000.0
2021,TOTAL_ASSETS,767648000.0
2021,TOTAL_LIABILITIES,767648000.0
