year,category,value
2022,CAPEX_FIXED,0.0
2022,CAPEX_INTANGIBLE,-14744000.0
2022,CASH,253803000.0
2022,COGS,-1322567000.0
2022,DEBT_LONG,452467000.0
2022,DEBT_LONG_FIN,131710000.0
2022,DEBT_SHORT,906688000.0
2022,DEBT_SHORT_FIN,888925000.0
2022,DEPRECIATION,106341000.0
2022,EBIT,-222869000.0
2022,EBT,-654747000.0
2022,EQUITY,724409000.0
2022,FIN_CF,-186992000.0
2022,FIN_EXPENSE,-540516000.0
2022,FIN_INCOME,108638000.0
2022,FIN_INVESTMENTS,43423000.0
2022,FIN_INVESTMENTS_LT,555957000.0
2022,GA_EXPENSES,-77025000.0
2022,GROSS_PROFIT,198390000.0
2022,INVEST_CF,42619000.0
2022,LEASE_LONG,320757000.0
2022,LEASE_SHORT,17763000.0
2022,NET_INCOME,-669413000.0
2022,NET_INCOME_CONT,-669413000.0
2022,OPER_CF,144061000.0
2022,REVENUE,1520957000.0
2022,SELLING_EXPENSES,-347042000.0
2022,TAXES,-14666000.0
2022,TOTAL_ASSETS,3560161000.0
2022,TOTAL_LIABILITIES,3560161000.0
