year,category,value
2024,CAPEX_FIXED,0.0
2024,CAPEX_INTANGIBLE,-21653000.0
2024,CASH,14453000.0
2024,COGS,-51880000.0
2024,DEBT_LONG,0.0
2024,DEBT_LONG_FIN,0.0
2024,DEBT_SHORT,1022000.0
2024,DEBT_SHORT_FIN,1022000.0
2024,DEPRECIATION,9541000.0
2024,EBIT,132461000.0
2024,EBT,87599000.0
2024,EQUITY,-93227000.0
2024,FIN_CF,-26381000.0
2024,FIN_EXPENSE,-61959000.0
2024,FIN_INCOME,17097000.0
2024,FIN_INVESTMENTS,0.0
2024,FIN_INVESTMENTS_LT,189237000.0
2024,GA_EXPENSES,-48197000.0
2024,GROSS_PROFIT,110853000.0
2024,INVEST_CF,-21612000.0
2024,LEASE_LONG,0.0
2024,LEASE_SHORT,0.0
2024,NET_INCOME,81134000.0
2024,NET_INCOME_CONT,81147000.0
2024,OPER_CF,55940000.0
2024,REVENUE,162733000.0
2024,SELLING_EXPENSES,-9193000.0
2024,TAXES,-6452000.0
2024,TOTAL_ASSETS,498883000.0
2024,TOTAL_LIABILITIES,498883000.0
