year,category,value
2023,CAPEX_FIXED,-73338000.0
2023,CASH,186610000.0
2023,COGS,-3646305000.0
2023,DEBT_LONG,338833000.0
2023,DEBT_LONG_FIN,0.0
2023,DEBT_SHORT,53719000.0
2023,DEBT_SHORT_FIN,0.0
2023,DEPRECIATION,8432000.0
2023,EBIT,474504000.0
2023,EBT,479397000.0
2023,EQUITY,272999000.0
2023,FIN_CF,-151747000.0
2023,FIN_EXPENSE,-49328000.0
2023,FIN_INCOME,54221000.0
2023,FIN_INVESTMENTS,1892000.0
2023,FIN_INVESTMENTS_LT,95203000.0
2023,GA_EXPENSES,-237830000.0
2023,GROSS_PROFIT,1082856000.0
2023,INVEST_CF,-73090000.0
2023,LEASE_LONG,0.0
2023,LEASE_SHORT,0.0
2023,NET_INCOME,331590000.0
2023,NET_INCOME_CONT,331590000.0
2023,OPER_CF,302934000.0
2023,REVENUE,4729161000.0
2023,SELLING_EXPENSES,-426817000.0
2023,TAXES,-147807000.0
2023,TOTAL_ASSETS,2623280000.0
2023,TOTAL_LIABILITIES,2623280000.0
