year,category,value
2022,CAPEX_FIXED,-148079000.0
2022,CAPEX_INTANGIBLE,-293490000.0
2022,CASH,121772000.0
2022,COGS,-1864883000.0
2022,DEBT_LONG,6019508000.0
2022,DEBT_LONG_FIN,0.0
2022,DEBT_SHORT,2184815000.0
2022,DEBT_SHORT_FIN,0.0
2022,DEPRECIATION,458040000.0
2022,EBIT,303304000.0
2022,EBT,-592123000.0
2022,EQUITY,13241388000.0
2022,FIN_CF,-2036823000.0
2022,FIN_EXPENSE,-1405332000.0
2022,FIN_INCOME,509905000.0
2022,FIN_INVESTMENTS,2007061000.0
2022,FIN_INVESTMENTS_LT,2033886000.0
2022,GA_EXPENSES,-1709188000.0
2022,GROSS_PROFIT,3227319000.0
2022,INVEST_CF,439780000.0
2022,LEASE_LONG,3152882000.0
2022,LEASE_SHORT,2038312000.0
2022,NET_INCOME,-540998000.0
2022,NET_INCOME_CONT,-540998000.0
2022,OPER_CF,117347000.0
2022,REVENUE,5092202000.0
2022,SELLING_EXPENSES,-548718000.0
2022,TAXES,51125000.0
2022,TOTAL_ASSETS,26396751000.0
2022,TOTAL_LIABILITIES,26396751000.0
