year,category,value
2020,CAPEX_FIXED,-7863000.0
2020,CAPEX_INTANGIBLE,0.0
2020,CASH,1065000.0
2020,COGS,-309652000.0
2020,DEBT_LONG,2854612000.0
2020,DEBT_LONG_FIN,2323513000.0
2020,DEBT_SHORT,52356000.0
2020,DEBT_SHORT_FIN,46505000.0
2020,DEPRECIATION,391167000.0
2020,EBIT,1304241000.0
2020,EBT,1046410000.0
2020,EQUITY,1786809000.0
2020,FIN_CF,-60116000.0
2020,FIN_EXPENSE,-265231000.0
2020,FIN_INCOME,7400000.0
2020,FIN_INVESTMENTS,284356000.0
2020,FIN_INVESTMENTS_LT,5631125000.0
2020,GA_EXPENSES,-117436000.0
2020,GROSS_PROFIT,1422565000.0
2020,INVEST_CF,76259000.0
2020,LEASE_LONG,531099000.0
2020,LEASE_SHORT,5851000.0
2020,NET_INCOME,641144000.0
2020,NET_INCOME_CONT,641144000.0
2020,OPER_CF,-15794000.0
2020,REVENUE,1732217000.0
2020,SELLING_EXPENSES,0.0
2020,TAXES,-405266000.0
2020,TOTAL_ASSETS,6208142000.0
2020,TOTAL_LIABILITIES,6208142000.0
