year,category,value
2021,CAPEX_FIXED,-44380000.0
2021,CAPEX_INTANGIBLE,-658003000.0
2021,CASH,210042000.0
2021,COGS,-217553000.0
2021,DEBT_LONG,320562000.0
2021,DEBT_LONG_FIN,5276000.0
2021,DEBT_SHORT,44130000.0
2021,DEBT_SHORT_FIN,13112000.0
2021,DEPRECIATION,7840000.0
2021,EBIT,-28324000.0
2021,EBT,-37398000.0
2021,EQUITY,1286049000.0
2021,FIN_CF,935295000.0
2021,FIN_EXPENSE,-39736000.0
2021,FIN_INCOME,30662000.0
2021,FIN_INVESTMENTS,0.0
2021,FIN_INVESTMENTS_LT,182692000.0
2021,GA_EXPENSES,-215669000.0
2021,GROSS_PROFIT,205007000.0
2021,INVEST_CF,-795223000.0
2021,LEASE_LONG,247519000.0
2021,LEASE_SHORT,2276000.0
2021,NET_INCOME,-39068000.0
2021,NET_INCOME_CONT,-39068000.0
2021,OPER_CF,-86388000.0
2021,REVENUE,422560000.0
2021,SELLING_EXPENSES,-33299000.0
2021,TAXES,-1670000.0
2021,TOTAL_ASSETS,2761538000.0
2021,TOTAL_LIABILITIES,2761538000.0
