CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01;Caixa Líquido Atividades Operacionais;679847.0000000000;S
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.01;Caixa Líquido Atividades Operacionais;867436.0000000000;S
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01.01;Caixa Gerado nas Operações;2103182.0000000000;S
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.01.01;Caixa Gerado nas Operações;2607540.0000000000;S
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01.01.01;Resultado antes do Imposto de Renda e Contribuição Social;-119681.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.01.01.01;Resultado antes do Imposto de Renda e Contribuição Social;663772.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01.01.02;Depreciação e Amortização;455741.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.01.01.02;Depreciação e Amortização;457543.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01.01.03;Provisão para Créditos de Liquidação Duvidosa;456731.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.01.01.03;Provisão para Créditos de Liquidação Duvidosa;575612.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01.01.04;Provisão (reversão) para perdas tributárias, trabalhistas e cíveis;-128605.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.01.01.04;Provisão (reversão) para perdas tributárias, trabalhistas e cíveis;-300369.0000000000;N
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.01.01.05;Provisão (Reversão) para Perdas dos Estoques;0.0000000000;N
