year,category,value
2022,CAPEX_FIXED,-2047924000.0
2022,CAPEX_INTANGIBLE,0.0
2022,CASH,36114000.0
2022,COGS,-1933757000.0
2022,DEBT_LONG,5454411000.0
2022,DEBT_LONG_FIN,1891315000.0
2022,DEBT_SHORT,546253000.0
2022,DEBT_SHORT_FIN,86953000.0
2022,DEPRECIATION,498935000.0
2022,EBIT,682113000.0
2022,EBT,362573000.0
2022,EQUITY,3887649000.0
2022,FIN_CF,2129138000.0
2022,FIN_EXPENSE,-655184000.0
2022,FIN_INCOME,335644000.0
2022,FIN_INVESTMENTS,1435483000.0
2022,FIN_INVESTMENTS_LT,444283000.0
2022,GA_EXPENSES,-202794000.0
2022,GROSS_PROFIT,847819000.0
2022,INVEST_CF,-2289780000.0
2022,LEASE_LONG,3563096000.0
2022,LEASE_SHORT,459300000.0
2022,NET_INCOME,297662000.0
2022,NET_INCOME_CONT,297662000.0
2022,OPER_CF,-399028000.0
2022,REVENUE,2781576000.0
2022,SELLING_EXPENSES,0.0
2022,TAXES,-64911000.0
2022,TOTAL_ASSETS,11386380000.0
2022,TOTAL_LIABILITIES,11386380000.0
