year,category,value
2023,CAPEX_FIXED,-472000.0
2023,CAPEX_INTANGIBLE,-55160000.0
2023,CASH,357651000.0
2023,COGS,-2216807000.0
2023,DEBT_LONG,448991000.0
2023,DEBT_LONG_FIN,108393000.0
2023,DEBT_SHORT,100234000.0
2023,DEBT_SHORT_FIN,14635000.0
2023,DEPRECIATION,59937000.0
2023,EBIT,470287000.0
2023,EBT,426218000.0
2023,EQUITY,1040991000.0
2023,FIN_CF,-118986000.0
2023,FIN_EXPENSE,-92610000.0
2023,FIN_INCOME,48541000.0
2023,FIN_INVESTMENTS,0.0
2023,FIN_INVESTMENTS_LT,36758000.0
2023,GA_EXPENSES,-114370000.0
2023,GROSS_PROFIT,1003726000.0
2023,INVEST_CF,-53239000.0
2023,LEASE_LONG,337613000.0
2023,LEASE_SHORT,78081000.0
2023,NET_INCOME,423568000.0
2023,NET_INCOME_CONT,423568000.0
2023,OPER_CF,360574000.0
2023,REVENUE,3220533000.0
2023,SELLING_EXPENSES,-381565000.0
2023,TAXES,-2650000.0
2023,TOTAL_ASSETS,2046088000.0
2023,TOTAL_LIABILITIES,2046088000.0
