year,category,value
2024,CAPEX_FIXED,0.0
2024,CAPEX_INTANGIBLE,-251000.0
2024,CASH,25752000.0
2024,COGS,0.0
2024,DEBT_LONG,5984000.0
2024,DEBT_LONG_FIN,0.0
2024,DEBT_SHORT,1219000.0
2024,DEBT_SHORT_FIN,0.0
2024,DEPRECIATION,907000.0
2024,EBIT,5916000.0
2024,EBT,30782000.0
2024,EQUITY,56468000.0
2024,FIN_CF,-27055000.0
2024,FIN_EXPENSE,-2513000.0
2024,FIN_INCOME,27379000.0
2024,FIN_INVESTMENTS,0.0
2024,FIN_INVESTMENTS_LT,3773000.0
2024,GA_EXPENSES,-45300000.0
2024,GROSS_PROFIT,28904000.0
2024,INVEST_CF,-266000.0
2024,LEASE_LONG,0.0
2024,LEASE_SHORT,0.0
2024,NET_INCOME,20402000.0
2024,NET_INCOME_CONT,20402000.0
2024,OPER_CF,35981000.0
2024,REVENUE,28904000.0
2024,SELLING_EXPENSES,0.0
2024,TAXES,-10380000.0
2024,TOTAL_ASSETS,78823000.0
2024,TOTAL_LIABILITIES,78823000.0
