year,category,value
2020,CAPEX_FIXED,1230000.0
2020,CAPEX_INTANGIBLE,0.0
2020,CASH,899714000.0
2020,COGS,-209716000.0
2020,DEBT_LONG,55679000.0
2020,DEBT_LONG_FIN,54200000.0
2020,DEBT_SHORT,3170000.0
2020,DEBT_SHORT_FIN,3004000.0
2020,DEPRECIATION,435000.0
2020,EBIT,118836000.0
2020,EBT,126266000.0
2020,EQUITY,1300341000.0
2020,FIN_CF,1016237000.0
2020,FIN_EXPENSE,-2662000.0
2020,FIN_INCOME,10092000.0
2020,FIN_INVESTMENTS,22102000.0
2020,FIN_INVESTMENTS_LT,282180000.0
2020,GA_EXPENSES,-14077000.0
2020,GROSS_PROFIT,149791000.0
2020,INVEST_CF,-174354000.0
2020,LEASE_LONG,0.0
2020,LEASE_SHORT,0.0
2020,NET_INCOME,118832000.0
2020,NET_INCOME_CONT,118832000.0
2020,OPER_CF,-8188000.0
2020,REVENUE,359507000.0
2020,SELLING_EXPENSES,-18098000.0
2020,TAXES,-7434000.0
2020,TOTAL_ASSETS,1693791000.0
2020,TOTAL_LIABILITIES,1693791000.0
