year,category,value
2021,CAPEX_FIXED,-265000.0
2021,CAPEX_INTANGIBLE,0.0
2021,CASH,15300000.0
2021,COGS,-952734000.0
2021,DEBT_LONG,3756000.0
2021,DEBT_LONG_FIN,0.0
2021,DEBT_SHORT,17827000.0
2021,DEBT_SHORT_FIN,0.0
2021,DEPRECIATION,4142000.0
2021,EBIT,25771000.0
2021,EBT,23582000.0
2021,EQUITY,72364000.0
2021,FIN_CF,-7859000.0
2021,FIN_EXPENSE,-2434000.0
2021,FIN_INCOME,245000.0
2021,FIN_INVESTMENTS,0.0
2021,FIN_INVESTMENTS_LT,29801000.0
2021,GA_EXPENSES,-16888000.0
2021,GROSS_PROFIT,46550000.0
2021,INVEST_CF,-1063000.0
2021,LEASE_LONG,0.0
2021,LEASE_SHORT,0.0
2021,NET_INCOME,16381000.0
2021,NET_INCOME_CONT,16381000.0
2021,OPER_CF,5075000.0
2021,REVENUE,999284000.0
2021,SELLING_EXPENSES,0.0
2021,TAXES,-7201000.0
2021,TOTAL_ASSETS,304841000.0
2021,TOTAL_LIABILITIES,304841000.0
