CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.01;Receitas;4672150.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.01;Receitas;5482838.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.01.01;Vendas de Mercadorias, Produtos e Serviços;5092202.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.01.01;Vendas de Mercadorias, Produtos e Serviços;5895488.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.01.02;Outras Receitas;14920.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.01.02;Outras Receitas;35466.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.01.03;Receitas refs. à Construção de Ativos Próprios;0.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.01.03;Receitas refs. à Construção de Ativos Próprios;0.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-434972.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-448116.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.02;Insumos Adquiridos de Terceiros;-1183438.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.02;Insumos Adquiridos de Terceiros;-1334424.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-428576.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-701013.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-539428.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-670089.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.02.03;Perda/Recuperação de Valores Ativos;-215434.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.02.03;Perda/Recuperação de Valores Ativos;36678.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.02.04;Outros;0.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.02.04;Outros;0.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.03;Valor Adicionado Bruto;3488712.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.03;Valor Adicionado Bruto;4148414.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.04;Retenções;-930565.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.04;Retenções;-905049.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.04.01;Depreciação, Amortização e Exaustão;-669694.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.04.01;Depreciação, Amortização e Exaustão;-667559.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.04.02;Outras;-260871.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.04.02;Outras;-237490.0000000000;S
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.04.02.01;Amortização mais valia de ágio alocado;-260871.0000000000;N
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;7.04.02.01;Amortização mais valia de ágio alocado;-237490.0000000000;N
02.800.026/0001-40;2023-12-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;7.04.02.02;Amortização mais valia do estoque;0.0000000000;N
