year,category,value
2022,CAPEX_FIXED,0.0
2022,CAPEX_INTANGIBLE,-9508000.0
2022,CASH,505371000.0
2022,COGS,-1243191000.0
2022,DEBT_LONG,936948000.0
2022,DEBT_LONG_FIN,936948000.0
2022,DEBT_SHORT,344272000.0
2022,DEBT_SHORT_FIN,179717000.0
2022,DEPRECIATION,692150000.0
2022,EBIT,1962299000.0
2022,EBT,1508332000.0
2022,EQUITY,5866016000.0
2022,FIN_CF,-2154009000.0
2022,FIN_EXPENSE,-589968000.0
2022,FIN_INCOME,136001000.0
2022,FIN_INVESTMENTS,208886000.0
2022,FIN_INVESTMENTS_LT,487490000.0
2022,GA_EXPENSES,-186500000.0
2022,GROSS_PROFIT,2351512000.0
2022,INVEST_CF,12701000.0
2022,LEASE_LONG,0.0
2022,LEASE_SHORT,164555000.0
2022,NET_INCOME,1316306000.0
2022,NET_INCOME_CONT,1316306000.0
2022,OPER_CF,2557091000.0
2022,REVENUE,3594703000.0
2022,SELLING_EXPENSES,-15043000.0
2022,TAXES,-192026000.0
2022,TOTAL_ASSETS,11648721000.0
2022,TOTAL_LIABILITIES,11648721000.0
